time_minutes,hour_decimal,Jan_DOY015,Apr_DOY105,Jul_DOY196,Sep_DOY258,Oct_DOY289,Dec_DOY350
6,0.1,,,,0.0,,
7,0.1167,,,,0.0,,
8,0.1333,,,,0.0,,
9,0.15,,,,0.0,,
10,0.1667,,,,0.0,,
11,0.1833,,,,0.0,,
12,0.2,,,,0.0,,
13,0.2167,,,,0.0,,
14,0.2333,,,,0.0,,
15,0.25,,,,0.0,,
16,0.2667,,,,0.0,,
17,0.2833,,,,0.0,,
18,0.3,,,,0.0,,
19,0.3167,,,,0.0,,
20,0.3333,,,,0.0,,
21,0.35,,,,0.0,,
22,0.3667,,,,0.0,,
23,0.3833,,,,0.0,,
24,0.4,,,,0.0,,
25,0.4167,,,,0.0,,
26,0.4333,,,,0.0,,
27,0.45,,,,0.0,,
28,0.4667,,,,0.0,,
29,0.4833,,,,0.0,,
30,0.5,,,,0.0,,
31,0.5167,,,,0.0,,
32,0.5333,,,,0.0,,
33,0.55,,,,0.0,,
34,0.5667,,,,0.0,,
35,0.5833,,,,0.0,,
36,0.6,,,,0.0,,
37,0.6167,,,,0.0,,
38,0.6333,,,,0.0,,
39,0.65,,,,0.0,,
40,0.6667,,,,0.0,,
41,0.6833,,,,0.0,,
42,0.7,,,,0.0,,
43,0.7167,,,,0.0,,
44,0.7333,,,,0.0,,
45,0.75,,,,0.0,,
46,0.7667,,,,0.0,,
47,0.7833,,,,0.0,,
48,0.8,,,,0.0,,
49,0.8167,,,,0.0,,
50,0.8333,,,,0.0,,
51,0.85,,,,0.0,,
52,0.8667,,,,0.0,,
53,0.8833,,,,0.0,,
54,0.9,,,,0.0,,
55,0.9167,,,,0.0,,
56,0.9333,,,,0.0,,
57,0.95,,,,0.0,,
58,0.9667,,,,0.0,,
59,0.9833,,,,0.0,,
60,1.0,,,,0.0,,
61,1.0167,,,,0.0,,
62,1.0333,,,,0.0,,
63,1.05,,,,0.0,,
64,1.0667,,,,0.0,,
65,1.0833,,,,0.0,,
66,1.1,,,,0.0,,
67,1.1167,,,,0.0,,
68,1.1333,,,,0.0,,
69,1.15,,,,0.0,,
70,1.1667,,,,0.0,,
71,1.1833,,,,0.0,,
72,1.2,,,,0.0,,
73,1.2167,,,,0.0,,
74,1.2333,,,,0.0,,
75,1.25,,,,0.0,,
76,1.2667,,,,0.0,,
77,1.2833,,,,0.0,,
78,1.3,,,,0.0,,
79,1.3167,,,,0.0,,
80,1.3333,,,,0.0,,
81,1.35,,,,0.0,,
82,1.3667,,,,0.0,,
83,1.3833,,,,0.0,,
84,1.4,,,,0.0,,
85,1.4167,,,,0.0,,
86,1.4333,,,,0.0,,
87,1.45,,,,0.0,,
88,1.4667,,,,0.0,,
89,1.4833,,,,0.0,,
90,1.5,,,,0.0,,
91,1.5167,,,,0.0,,
92,1.5333,,,,0.0,,
93,1.55,,,,0.0,,
94,1.5667,,,,0.0,,
95,1.5833,,,,0.0,,
96,1.6,,,,0.0,,
97,1.6167,,,,0.0,,
98,1.6333,,,,0.0,,
99,1.65,,,,0.0,,
100,1.6667,,,,0.0,,
101,1.6833,,,,0.0,,
102,1.7,,,,0.0,,
103,1.7167,,,,0.0,,
104,1.7333,,,,0.0,,
105,1.75,,,,0.0,,
106,1.7667,,,,0.0,,
107,1.7833,,,,0.0,,
108,1.8,,,,0.0,,
109,1.8167,,,,0.0,,
110,1.8333,,,,0.0,,
111,1.85,,,,0.0,,
112,1.8667,,,,0.0,,
113,1.8833,,,,0.0,,
114,1.9,,,,0.0,,
115,1.9167,,,,0.0,,
116,1.9333,,,,0.0,,
117,1.95,,,,0.0,,
118,1.9667,,,,0.0,,
119,1.9833,,,,0.0,,
120,2.0,,,,0.0,,
121,2.0167,,,,0.0,,
122,2.0333,,,,0.0,,
123,2.05,,,,0.0,,
124,2.0667,,,,0.0,,
125,2.0833,,,,0.0,,
126,2.1,,,,0.0,,
127,2.1167,,,,0.0,,
128,2.1333,,,,0.0,,
129,2.15,,,,0.0,,
130,2.1667,,,,0.0,,
131,2.1833,,,,0.0,,
132,2.2,,,,0.0,,
133,2.2167,,,,0.0,,
134,2.2333,,,,0.0,,
135,2.25,,,,0.0,,
136,2.2667,,,,0.0,,
137,2.2833,,,,0.0,,
138,2.3,,,,0.0,,
139,2.3167,,,,0.0,,
140,2.3333,,,,0.0,,
141,2.35,,,,0.0,,
142,2.3667,,,,0.0,,
143,2.3833,,,,0.0,,
144,2.4,,,,0.0,,
145,2.4167,,,,0.0,,
146,2.4333,,,,0.0,,
147,2.45,,,,0.0,,
148,2.4667,,,,0.0,,
149,2.4833,,,,0.0,,
150,2.5,,,,0.0,,
151,2.5167,,,,0.0,,
152,2.5333,,,,0.0,,
153,2.55,,,,0.0,,
154,2.5667,,,,0.0,,
155,2.5833,,,,0.0,,
156,2.6,,,,0.0,,
157,2.6167,,,,0.0,,
158,2.6333,,,,0.0,,
159,2.65,,,,0.0,,
160,2.6667,,,,0.0,,
161,2.6833,,,,0.0,,
162,2.7,,,,0.0,,
163,2.7167,,,,0.0,,
164,2.7333,,,,0.0,,
165,2.75,,,,0.0,,
166,2.7667,,,,0.0,,
167,2.7833,,,,0.0,,
168,2.8,,,,0.0,,
169,2.8167,,,,0.0,,
170,2.8333,,,,0.0,,
171,2.85,,,,0.0,,
172,2.8667,,,,0.0,,
173,2.8833,,,,0.0,,
174,2.9,,,,0.0,,
175,2.9167,,,,0.0,,
176,2.9333,,,,0.0,,
177,2.95,,,,0.0,,
178,2.9667,,,,0.0,,
179,2.9833,,,,0.0,,
180,3.0,,,,0.0,,
181,3.0167,,,,0.0,,
182,3.0333,,,,0.0,,
183,3.05,,,,0.0,,
184,3.0667,,,,0.0,,
185,3.0833,,,,0.0,,
186,3.1,,,,0.0,,
187,3.1167,,,,0.0,,
188,3.1333,,,,0.0,,
189,3.15,,,,0.0,,
190,3.1667,,,,0.0,,
191,3.1833,,,,0.0,,
192,3.2,,,,0.0,,
193,3.2167,,,,0.0,,
194,3.2333,,,,0.0,,
195,3.25,,,,0.0,,
196,3.2667,,,,0.0,,
197,3.2833,,,,0.0,,
198,3.3,,,,0.0,,
199,3.3167,,,,0.0,,
200,3.3333,,,,0.0,,
201,3.35,,,,0.0,,
202,3.3667,,,,0.0,,
203,3.3833,,,,0.0,,
204,3.4,,,,0.0,,
205,3.4167,,,,0.0,,
206,3.4333,,,,0.0,,
207,3.45,,,,0.0,,
208,3.4667,,,,0.0,,
209,3.4833,,,,0.0,,
210,3.5,,,,0.0,,
211,3.5167,,,,0.0,,
212,3.5333,,,,0.0,,
213,3.55,,,,0.0,,
214,3.5667,,,,0.0,,
215,3.5833,,,,0.0,,
216,3.6,,,,0.0,,
217,3.6167,,,,0.0,,
218,3.6333,,,,0.0,,
219,3.65,,,,0.0,,
220,3.6667,,,,0.0,,
221,3.6833,,,,0.0,,
222,3.7,,,,0.0,,
223,3.7167,,,,0.0,,
224,3.7333,,,,0.0,,
225,3.75,,,,0.0,,
226,3.7667,,,,0.0,,
227,3.7833,,,,0.0,,
228,3.8,,,,0.0,,
229,3.8167,,,,0.0,,
230,3.8333,,,,0.0,,
231,3.85,,,,0.0,,
232,3.8667,,,,0.0,,
233,3.8833,,,,0.0,,
234,3.9,,,,0.0,,
235,3.9167,,,,0.0,,
236,3.9333,,,,0.0,,
237,3.95,,,,0.0,,
238,3.9667,,,,0.0,,
239,3.9833,,,,0.0,,
240,4.0,,,,0.0,,
241,4.0167,,,,0.0,,
242,4.0333,,,,0.0,,
243,4.05,,,,0.0,,
244,4.0667,,,,0.0,,
245,4.0833,,,,0.0,,
246,4.1,,,,0.0,,
247,4.1167,,,,0.0,,
248,4.1333,,,,0.0,,
249,4.15,,,,0.0,,
250,4.1667,,,,0.0,,
251,4.1833,,,,0.0,,
252,4.2,,,,0.0,,
253,4.2167,,,,0.0,,
254,4.2333,,,,0.0,,
255,4.25,,,,0.0,,
256,4.2667,,,,0.0,,
257,4.2833,,,,0.0,,
258,4.3,,,,0.0,,
259,4.3167,,,,0.0,,
260,4.3333,,,,0.0,,
261,4.35,,,,0.0,,
262,4.3667,,,,0.0,,
263,4.3833,,,,0.0,,
264,4.4,,,,0.0,,
265,4.4167,,,,0.0,,
266,4.4333,,,,0.0,,
267,4.45,,,,0.0,,
268,4.4667,,,,0.0,,
269,4.4833,,,,0.0,,
270,4.5,,,,0.0,,
271,4.5167,,,,0.0,,
272,4.5333,,,,0.0,,
273,4.55,,,,0.0,,
274,4.5667,,,,0.0,,
275,4.5833,,,,0.0,,
276,4.6,,,,0.0,,
277,4.6167,,,,0.0,,
278,4.6333,,,,0.0,,
279,4.65,,,,0.0,,
280,4.6667,,,,0.0,,
281,4.6833,,,,0.0,,
282,4.7,,,,0.0,,
283,4.7167,,,,0.0,,
284,4.7333,,,,0.0,,
285,4.75,,,,0.0,,
286,4.7667,,,,0.0,,
287,4.7833,,,,0.0,,
288,4.8,,,,0.0,,
289,4.8167,,,,0.0,,
290,4.8333,,,,0.0,,
291,4.85,,,,0.0,,
292,4.8667,,,,0.0,,
293,4.8833,,,,0.0,,
294,4.9,,,,0.0,,
295,4.9167,,,,0.0,,
296,4.9333,,,,0.0,,
297,4.95,,,,0.0,,
298,4.9667,,,,0.0,,
299,4.9833,,,,0.0,,
300,5.0,,,,0.0,,
301,5.0167,,,,0.0,,
302,5.0333,,,,0.0,,
303,5.05,,,,0.0,,
304,5.0667,,,,0.0,,
305,5.0833,,,,0.0,,
306,5.1,,,,0.0,,
307,5.1167,,,,0.0,,
308,5.1333,,,,0.0,,
309,5.15,,,,0.0,,
310,5.1667,,,,0.0,,
311,5.1833,,,,0.0,,
312,5.2,,,,0.0,,
313,5.2167,,,,0.0,,
314,5.2333,,,,0.0,,
315,5.25,,,,0.0,,
316,5.2667,,,,0.0,,
317,5.2833,,,,0.0,,
318,5.3,,,,0.0,,
319,5.3167,,,,0.0,,
320,5.3333,,,,0.0,,
321,5.35,,,,0.0,,
322,5.3667,,,,0.0,,
323,5.3833,,,,0.0,,
324,5.4,,,,0.0,,
325,5.4167,,,,0.0,,
326,5.4333,,,,0.0,,
327,5.45,,,,0.0,,
328,5.4667,,,,0.0,,
329,5.4833,,,,0.0,,
330,5.5,,,,0.0,,
331,5.5167,,,,0.0,,
332,5.5333,,,,0.0,,
333,5.55,,,,0.0,,
334,5.5667,,,,0.0,,
335,5.5833,,,,0.0,,
336,5.6,,,,0.0,,
337,5.6167,,,,0.0,,
338,5.6333,,,,0.0,,
339,5.65,,,,0.0,,
340,5.6667,,,,0.0,,
341,5.6833,,,,0.0,,
342,5.7,,,,0.0,,
343,5.7167,,,,0.0,,
344,5.7333,,,,0.0,,
345,5.75,,,,0.0,,
346,5.7667,,,,0.0,,
347,5.7833,,,,0.0,,
348,5.8,,,,0.0,,
349,5.8167,,,,2.61,,
350,5.8333,,,,6.44,,
351,5.85,,,,8.27,,
352,5.8667,,,,9.23,,
353,5.8833,,,,10.72,,
354,5.9,,,,16.55,,
355,5.9167,,,,21.06,,
356,5.9333,,,,15.77,,
357,5.95,,,,18.08,,
358,5.9667,,,,22.04,,
359,5.9833,,,,35.41,,
360,6.0,,,,5.0,,
361,6.0167,,,,11.46,,
362,6.0333,,,,5.64,,
363,6.05,,,,5.76,,
364,6.0667,,,,12.34,,
365,6.0833,,,,36.56,,
366,6.1,,,,41.71,,
367,6.1167,,,,58.78,,
368,6.1333,,,,50.86,,
369,6.15,,,,56.49,,
370,6.1667,,,,11.17,,
371,6.1833,,,,20.75,,
372,6.2,,,,16.98,,
373,6.2167,,,,14.56,,
374,6.2333,,,,21.22,,
375,6.25,,,,75.04,,
376,6.2667,,,,89.95,,
377,6.2833,,,,80.24,,
378,6.3,,,,96.35,,
379,6.3167,,,,99.54,,
380,6.3333,,,,92.37,,
381,6.35,,,,66.87,,
382,6.3667,,,,94.38,,
383,6.3833,,,,109.34,,
384,6.4,,,,75.99,,
385,6.4167,,,,65.04,,
386,6.4333,,,,78.18,,
387,6.45,,,,78.22,,
388,6.4667,,,,78.07,,
389,6.4833,,,,48.94,,
390,6.5,,,,24.88,,
391,6.5167,,,,19.88,,
392,6.5333,,,,32.17,,
393,6.55,,,,29.14,,
394,6.5667,,,,32.76,,
395,6.5833,,,,42.94,,
396,6.6,,,,44.44,,
397,6.6167,,,,9.17,,
398,6.6333,,,,46.59,,
399,6.65,,,,29.01,,
400,6.6667,,,,82.28,,
401,6.6833,,,,144.13,,
402,6.7,,,,117.37,,
403,6.7167,,,,86.72,,
404,6.7333,,,,125.44,,
405,6.75,,,,57.1,,
406,6.7667,,,,28.18,,
407,6.7833,,,,29.1,,
408,6.8,,,,36.69,,
409,6.8167,,,,30.99,,
410,6.8333,,,,57.03,,
411,6.85,,,,144.07,,
412,6.8667,,,,147.39,,
413,6.8833,,,,118.94,,
414,6.9,,,,147.4,,
415,6.9167,,,,40.26,,
416,6.9333,,,,53.57,,
417,6.95,,,,52.95,,
418,6.9667,,,,40.64,,
419,6.9833,,,,58.18,,
420,7.0,,,,36.41,,
421,7.0167,,,,47.78,,
422,7.0333,,,,48.58,,
423,7.05,,,,52.28,,
424,7.0667,,,,43.99,,
425,7.0833,,,,170.47,,
426,7.1,,,,246.65,,
427,7.1167,,,,190.09,,
428,7.1333,,,,216.24,,
429,7.15,,,,223.44,,
430,7.1667,,,,95.76,,
431,7.1833,,,,65.62,,
432,7.2,,,,47.66,,
433,7.2167,,,,52.16,,
434,7.2333,,,,63.94,,
435,7.25,,,,37.49,,
436,7.2667,,,,72.0,,
437,7.2833,,,,37.81,,
438,7.3,,,,61.67,,
439,7.3167,,,,57.85,,
440,7.3333,,,,178.62,,
441,7.35,,,,206.89,,
442,7.3667,,,,219.32,,
443,7.3833,,,,182.36,,
444,7.4,,,,237.79,,
445,7.4167,,,,187.77,,
446,7.4333,,,,163.92,,
447,7.45,,,,214.17,,
448,7.4667,,,,201.52,,
449,7.4833,,,,188.24,,
450,7.5,,,,172.16,,
451,7.5167,,,,207.68,,
452,7.5333,,,,289.04,,
453,7.55,,,,142.25,,
454,7.5667,,,,122.01,,
455,7.5833,,,,218.05,,
456,7.6,,,,180.87,,
457,7.6167,,,,160.06,,
458,7.6333,,,,195.57,,
459,7.65,,,,111.04,,
460,7.6667,,,,347.36,,
461,7.6833,,,,344.1,,
462,7.7,,,,353.08,,
463,7.7167,,,,220.35,,
464,7.7333,,,,328.58,,
465,7.75,,,,67.58,,
466,7.7667,,,,80.92,,
467,7.7833,,,,101.23,,
468,7.8,,,,86.6,,
469,7.8167,,,,58.02,,
470,7.8333,,,,238.86,,
471,7.85,,,,166.16,,
472,7.8667,,,,352.22,,
473,7.8833,,,,210.73,,
474,7.9,,,,354.86,,
475,7.9167,,,,93.31,,
476,7.9333,,,,50.68,,
477,7.95,,,,109.74,,
478,7.9667,,,,59.47,,
479,7.9833,,,,69.46,,
480,8.0,,,,58.77,,
481,8.0167,,,,49.1,,
482,8.0333,,,,70.84,,
483,8.05,,,,104.64,,
484,8.0667,,,,59.99,,
485,8.0833,,,,71.84,,
486,8.1,,,,85.61,,
487,8.1167,,,,64.18,,
488,8.1333,,,,101.46,,
489,8.15,,,,102.23,,
490,8.1667,,,,356.99,,
491,8.1833,,,,433.0,,
492,8.2,,,,435.65,,
493,8.2167,,,,438.29,,
494,8.2333,,,,440.92,,
495,8.25,,,,332.44,,
496,8.2667,,,,434.38,,
497,8.2833,,,,233.13,,
498,8.3,,,,358.43,,
499,8.3167,,,,369.83,,
500,8.3333,,,,264.9,,
501,8.35,,,,219.55,,
502,8.3667,,,,279.08,,
503,8.3833,,,,251.4,,
504,8.4,,,,184.1,,
505,8.4167,,,,337.65,,
506,8.4333,,,,471.87,,
507,8.45,,,,474.39,,
508,8.4667,,,,476.91,,
509,8.4833,,,,479.42,,
510,8.5,,,,207.36,,
511,8.5167,,,,243.04,,
512,8.5333,,,,244.55,,
513,8.55,,,,279.51,,
514,8.5667,,,,340.17,,
515,8.5833,,,,118.89,,
516,8.6,,,,81.66,,
517,8.6167,,,,158.25,,
518,8.6333,,,,115.16,,
519,8.65,,,,117.41,,
520,8.6667,,,,118.69,,
521,8.6833,,,,148.67,,
522,8.7,,,,102.28,,
523,8.7167,,,,121.6,,
524,8.7333,,,,81.75,,
525,8.75,,,,84.46,,
526,8.7667,,,,113.18,,
527,8.7833,,,,145.64,,
528,8.8,,,,76.62,,
529,8.8167,,,,94.05,,
530,8.8333,,,,119.21,,
531,8.85,,,,80.04,,
532,8.8667,,,,95.36,,
533,8.8833,,,,146.93,,
534,8.9,,,,104.67,,
535,8.9167,,,,96.18,,
536,8.9333,,,,70.82,,
537,8.95,,,,131.77,,
538,8.9667,,,,84.73,,
539,8.9833,,,,116.24,,
540,9.0,,,,108.13,,
541,9.0167,,,,99.86,,
542,9.0333,,,,109.62,,
543,9.05,,,,73.4,,
544,9.0667,,,,126.97,,
545,9.0833,,,,121.4,,
546,9.1,,,,103.86,,
547,9.1167,,,,112.03,,
548,9.1333,,,,150.36,,
549,9.15,,,,118.39,,
550,9.1667,,,,139.59,,
551,9.1833,,,,92.52,,
552,9.2,,,,119.04,,
553,9.2167,,,,91.77,,
554,9.2333,,,,94.7,,
555,9.25,,,,563.1,,
556,9.2667,,,,330.7,,
557,9.2833,,,,223.98,,
558,9.3,,,,364.55,,
559,9.3167,,,,258.86,,
560,9.3333,,,,464.98,,
561,9.35,,,,270.8,,
562,9.3667,,,,403.19,,
563,9.3833,,,,267.76,,
564,9.4,,,,269.43,,
565,9.4167,,,,418.59,,
566,9.4333,,,,457.86,,
567,9.45,,,,281.43,,
568,9.4667,,,,177.92,,
569,9.4833,,,,467.2,,
570,9.5,,,,199.85,,
571,9.5167,,,,550.47,,
572,9.5333,,,,437.93,,
573,9.55,,,,350.5,,
574,9.5667,,,,356.38,,
575,9.5833,,,,615.35,,
576,9.6,,,,510.12,,
577,9.6167,,,,556.11,,
578,9.6333,,,,530.05,,
579,9.65,,,,442.91,,
580,9.6667,,,,605.45,,
581,9.6833,,,,634.97,,
582,9.7,,,,636.75,,
583,9.7167,,,,638.52,,
584,9.7333,,,,548.95,,
585,9.75,,,,572.62,,
586,9.7667,,,,455.74,,
587,9.7833,,,,347.5,,
588,9.8,,,,308.18,,
589,9.8167,,,,384.47,,
590,9.8333,,,,386.57,,
591,9.85,,,,383.26,,
592,9.8667,,,,571.3,,
593,9.8833,,,,316.27,,
594,9.9,,,,331.06,,
595,9.9167,,,,236.0,,
596,9.9333,,,,403.31,,
597,9.95,,,,550.91,,
598,9.9667,,,,220.6,,
599,9.9833,,,,544.25,,
600,10.0,,,,199.22,,
601,10.0167,,,,93.23,,
602,10.0333,,,,105.41,,
603,10.05,,,,132.23,,
604,10.0667,,,,136.84,,
605,10.0833,,,,211.41,,
606,10.1,,,,89.24,,
607,10.1167,,,,150.09,,
608,10.1333,,,,92.23,,
609,10.15,,,,135.02,,
610,10.1667,,,,534.21,,
611,10.1833,,,,361.14,,
612,10.2,,,,412.37,,
613,10.2167,,,,610.31,,
614,10.2333,,,,562.73,,
615,10.25,,,,160.07,,
616,10.2667,,,,178.29,,
617,10.2833,,,,170.06,,
618,10.3,,,,67.99,,
619,10.3167,,,,160.91,,
620,10.3333,,,,589.92,,
621,10.35,,,,696.93,,
622,10.3667,,,,663.53,,
623,10.3833,,,,627.86,,
624,10.4,,,,464.42,,
625,10.4167,,,,702.06,,
626,10.4333,,,,703.31,,
627,10.45,,,,704.55,,
628,10.4667,,,,650.83,,
629,10.4833,,,,706.99,,
630,10.5,,,,145.67,,
631,10.5167,,,,71.24,,
632,10.5333,,,,94.75,,
633,10.55,,,,158.44,,
634,10.5667,,,,149.58,,
635,10.5833,,,,127.11,,
636,10.6,,,,80.41,,
637,10.6167,,,,54.16,,
638,10.6333,,,,106.53,,
639,10.65,,,,127.59,,
640,10.6667,,,,195.6,,
641,10.6833,,,,148.62,,
642,10.7,,,,159.05,,
643,10.7167,,,,135.25,,
644,10.7333,,,,88.17,,
645,10.75,,,,417.42,,
646,10.7667,,,,450.01,,
647,10.7833,,,,581.41,,
648,10.8,,,,727.63,,
649,10.8167,,,,728.58,,
650,10.8333,,,,75.22,,
651,10.85,,,,151.04,,
652,10.8667,,,,165.49,,
653,10.8833,,,,210.19,,
654,10.9,,,,148.92,,
655,10.9167,,,,191.49,,
656,10.9333,,,,150.71,,
657,10.95,,,,146.04,,
658,10.9667,,,,117.73,,
659,10.9833,,,,65.74,,
660,11.0,,,,163.91,,
661,11.0167,,,,119.24,,
662,11.0333,,,,236.29,,
663,11.05,,,,129.16,,
664,11.0667,,,,142.42,,
665,11.0833,,,,142.18,,
666,11.1,,,,153.24,,
667,11.1167,,,,128.67,,
668,11.1333,,,,131.16,,
669,11.15,,,,193.95,,
670,11.1667,,,,179.29,,
671,11.1833,,,,165.41,,
672,11.2,,,,110.01,,
673,11.2167,,,,140.72,,
674,11.2333,,,,134.78,,
675,11.25,,,,470.76,,
676,11.2667,,,,498.69,,
677,11.2833,,,,384.25,,
678,11.3,,,,555.95,,
679,11.3167,,,,473.47,,
680,11.3333,,,,345.55,,
681,11.35,,,,350.8,,
682,11.3667,,,,717.32,,
683,11.3833,,,,450.86,,
684,11.4,,,,505.5,,
685,11.4167,,,,139.06,,
686,11.4333,,,,244.16,,
687,11.45,,,,148.41,,
688,11.4667,,,,124.58,,
689,11.4833,,,,181.36,,
690,11.5,,,,156.82,,
691,11.5167,,,,176.54,,
692,11.5333,,,,70.01,,
693,11.55,,,,221.57,,
694,11.5667,,,,121.03,,
695,11.5833,,,,85.68,,
696,11.6,,,,244.18,,
697,11.6167,,,,147.11,,
698,11.6333,,,,193.68,,
699,11.65,,,,175.83,,
700,11.6667,,,,713.74,,
701,11.6833,,,,247.77,,
702,11.7,,,,561.72,,
703,11.7167,,,,588.81,,
704,11.7333,,,,461.72,,
705,11.75,,,,354.56,,
706,11.7667,,,,651.89,,
707,11.7833,,,,691.96,,
708,11.8,,,,442.21,,
709,11.8167,,,,457.62,,
710,11.8333,,,,592.06,,
711,11.85,,,,367.9,,
712,11.8667,,,,451.06,,
713,11.8833,,,,456.36,,
714,11.9,,,,188.9,,
715,11.9167,,,,176.92,,
716,11.9333,,,,107.11,,
717,11.95,,,,153.01,,
718,11.9667,,,,186.46,,
719,11.9833,,,,137.5,,
720,12.0,,,,216.38,,
721,12.0167,,,,137.54,,
722,12.0333,,,,196.62,,
723,12.05,,,,134.43,,
724,12.0667,,,,183.95,,
725,12.0833,,,,230.23,,
726,12.1,,,,167.67,,
727,12.1167,,,,137.91,,
728,12.1333,,,,194.16,,
729,12.15,,,,135.58,,
730,12.1667,,,,66.46,,
731,12.1833,,,,182.89,,
732,12.2,,,,115.78,,
733,12.2167,,,,189.56,,
734,12.2333,,,,182.0,,
735,12.25,,,,127.67,,
736,12.2667,,,,157.15,,
737,12.2833,,,,128.55,,
738,12.3,,,,195.46,,
739,12.3167,,,,97.42,,
740,12.3333,,,,103.4,,
741,12.35,,,,154.44,,
742,12.3667,,,,234.2,,
743,12.3833,,,,264.0,,
744,12.4,,,,190.67,,
745,12.4167,,,,114.47,,
746,12.4333,,,,219.58,,
747,12.45,,,,140.05,,
748,12.4667,,,,135.99,,
749,12.4833,,,,160.42,,
750,12.5,,,,26.3,,
751,12.5167,,,,175.06,,
752,12.5333,,,,144.11,,
753,12.55,,,,124.0,,
754,12.5667,,,,170.61,,
755,12.5833,,,,56.54,,
756,12.6,,,,217.84,,
757,12.6167,,,,118.13,,
758,12.6333,,,,210.76,,
759,12.65,,,,132.44,,
760,12.6667,,,,136.97,,
761,12.6833,,,,122.04,,
762,12.7,,,,102.03,,
763,12.7167,,,,155.5,,
764,12.7333,,,,217.24,,
765,12.75,,,,184.75,,
766,12.7667,,,,86.64,,
767,12.7833,,,,149.95,,
768,12.8,,,,156.32,,
769,12.8167,,,,119.29,,
770,12.8333,,,,187.93,,
771,12.85,,,,141.4,,
772,12.8667,,,,141.04,,
773,12.8833,,,,134.12,,
774,12.9,,,,163.59,,
775,12.9167,,,,742.13,,
776,12.9333,,,,741.38,,
777,12.95,,,,740.62,,
778,12.9667,,,,739.84,,
779,12.9833,,,,577.08,,
780,13.0,,,,738.26,,
781,13.0167,,,,737.44,,
782,13.0333,,,,736.62,,
783,13.05,,,,735.78,,
784,13.0667,,,,696.98,,
785,13.0833,,,,522.56,,
786,13.1,,,,335.05,,
787,13.1167,,,,480.5,,
788,13.1333,,,,548.59,,
789,13.15,,,,478.84,,
790,13.1667,,,,489.74,,
791,13.1833,,,,681.63,,
792,13.2,,,,511.14,,
793,13.2167,,,,329.2,,
794,13.2333,,,,440.37,,
795,13.25,,,,724.68,,
796,13.2667,,,,723.67,,
797,13.2833,,,,722.64,,
798,13.3,,,,665.73,,
799,13.3167,,,,526.4,,
800,13.3333,,,,478.71,,
801,13.35,,,,496.61,,
802,13.3667,,,,657.36,,
803,13.3833,,,,328.37,,
804,13.4,,,,545.54,,
805,13.4167,,,,528.65,,
806,13.4333,,,,450.59,,
807,13.45,,,,466.44,,
808,13.4667,,,,374.19,,
809,13.4833,,,,474.29,,
810,13.5,,,,708.19,,
811,13.5167,,,,440.06,,
812,13.5333,,,,263.05,,
813,13.55,,,,401.27,,
814,13.5667,,,,470.44,,
815,13.5833,,,,326.27,,
816,13.6,,,,348.49,,
817,13.6167,,,,322.58,,
818,13.6333,,,,489.51,,
819,13.65,,,,524.43,,
820,13.6667,,,,139.94,,
821,13.6833,,,,154.81,,
822,13.7,,,,107.82,,
823,13.7167,,,,176.68,,
824,13.7333,,,,88.47,,
825,13.75,,,,531.28,,
826,13.7667,,,,343.97,,
827,13.7833,,,,406.77,,
828,13.8,,,,437.24,,
829,13.8167,,,,354.36,,
830,13.8333,,,,215.29,,
831,13.85,,,,504.98,,
832,13.8667,,,,470.13,,
833,13.8833,,,,271.29,,
834,13.9,,,,429.77,,
835,13.9167,,,,154.85,,
836,13.9333,,,,148.73,,
837,13.95,,,,189.76,,
838,13.9667,,,,99.54,,
839,13.9833,,,,127.72,,
840,14.0,,,,167.65,,
841,14.0167,,,,139.59,,
842,14.0333,,,,97.84,,
843,14.05,,,,179.6,,
844,14.0667,,,,146.62,,
845,14.0833,,,,152.88,,
846,14.1,,,,159.51,,
847,14.1167,,,,113.08,,
848,14.1333,,,,109.52,,
849,14.15,,,,178.64,,
850,14.1667,,,,111.74,,
851,14.1833,,,,173.32,,
852,14.2,,,,168.19,,
853,14.2167,,,,71.76,,
854,14.2333,,,,189.35,,
855,14.25,,,,475.08,,
856,14.2667,,,,640.27,,
857,14.2833,,,,638.52,,
858,14.3,,,,636.75,,
859,14.3167,,,,606.96,,
860,14.3333,,,,555.1,,
861,14.35,,,,631.38,,
862,14.3667,,,,629.57,,
863,14.3833,,,,524.5,,
864,14.4,,,,625.91,,
865,14.4167,,,,379.52,,
866,14.4333,,,,398.1,,
867,14.45,,,,517.92,,
868,14.4667,,,,361.8,,
869,14.4833,,,,383.1,,
870,14.5,,,,119.06,,
871,14.5167,,,,116.05,,
872,14.5333,,,,130.46,,
873,14.55,,,,148.38,,
874,14.5667,,,,78.88,,
875,14.5833,,,,128.56,,
876,14.6,,,,129.4,,
877,14.6167,,,,110.67,,
878,14.6333,,,,123.27,,
879,14.65,,,,102.18,,
880,14.6667,,,,114.47,,
881,14.6833,,,,107.77,,
882,14.7,,,,111.35,,
883,14.7167,,,,93.1,,
884,14.7333,,,,93.34,,
885,14.75,,,,579.41,,
886,14.7667,,,,582.8,,
887,14.7833,,,,580.72,,
888,14.8,,,,447.64,,
889,14.8167,,,,576.53,,
890,14.8333,,,,526.29,,
891,14.85,,,,441.62,,
892,14.8667,,,,502.92,,
893,14.8833,,,,553.75,,
894,14.9,,,,565.86,,
